training/avg_reward,x_axis/optimization_steps,x_axis/samples_seen,x_axis/samples_collected,x_axis/epochs,training/pg_loss,training/v_loss,training/entropy,training/approx_kl,training/clipfrac,training/grad_norm,training/ent_coef,training/PPD_loss,training/SPS,training/n_better_episodes,training/learning_rate,iteration,global_step,Test/Episode Reward Student on OD test,Test/Mean entropy Student on OD test
-71.61957103255547,35960.0,8285184.0,2071296.0,1798.0,0.018910646438598633,550.3028564453125,-1.1298818588256836,0.024047765880823135,0.085546875,130.47523498535156,0.0,6.812252998352051,225.0,0.0,0.0003,1798,2071296,,
,35980.0,8289792.0,2072448.0,1799.0,-0.019557200372219086,11.824914932250977,-1.0245803594589233,0.048186831176280975,0.1376953125,62.124183654785156,0.0,6.9383745193481445,225.0,0.0,0.0003,1799,2072448,,
-70.05402601044271,36000.0,8294400.0,2073600.0,1800.0,0.0478556752204895,254.0303955078125,-1.14591383934021,0.03405412286520004,0.0765625,175.19667053222656,0.0,6.610154151916504,225.0,0.0,0.0003,1800,2073600,,
,,,,,,,,,,,,,,,,1800,2073600,-37.58630130585827,-1.0886596
-69.51670704610369,36020.0,8299008.0,2074752.0,1801.0,-0.019573094323277473,554.2557983398438,-1.1581693887710571,0.03929321467876434,0.1013671875,2295.851806640625,0.0,6.66080904006958,224.0,0.0,0.0003,1801,2074752,,
,36040.0,8303616.0,2075904.0,1802.0,0.03713986277580261,8.069080352783203,-0.9440860748291016,0.03989218920469284,0.1564453125,100.83937072753906,0.0,7.787501811981201,224.0,0.0,0.0003,1802,2075904,,
-72.2299061392299,36060.0,8308224.0,2077056.0,1803.0,0.013189103454351425,647.70458984375,-1.1261208057403564,0.019124990329146385,0.054296875,2222.189697265625,0.0,6.60740852355957,225.0,0.0,0.0003,1803,2077056,,
-70.08060849354625,36080.0,8312832.0,2078208.0,1804.0,-0.0014942856505513191,668.216552734375,-1.1521806716918945,0.038934528827667236,0.0466796875,201.3357391357422,0.0,6.570516109466553,225.0,0.0,0.0003,1804,2078208,,
,36100.0,8317440.0,2079360.0,1805.0,0.013725586235523224,7.470773696899414,-1.0232460498809814,0.028206873685121536,0.2126953125,333.1095275878906,0.0,7.228115081787109,225.0,0.0,0.0003,1805,2079360,,
-70.11812462925869,36120.0,8322048.0,2080512.0,1806.0,0.01246705837547779,539.3423461914062,-1.0894367694854736,0.03729576990008354,0.1095703125,188.91441345214844,0.0,7.148024559020996,225.0,0.0,0.0003,1806,2080512,,
-70.47455001272809,36140.0,8326656.0,2081664.0,1807.0,0.0069540441036224365,403.05120849609375,-1.0564520359039307,0.011428083293139935,0.011328125,482.64727783203125,0.0,7.634081840515137,225.0,0.0,0.0003,1807,2081664,,
,36160.0,8331264.0,2082816.0,1808.0,0.016169849783182144,5.53934907913208,-1.0927410125732422,0.0235438235104084,0.0607421875,67.07711791992188,0.0,7.726103782653809,225.0,0.0,0.0003,1808,2082816,,
-71.18146742479598,36180.0,8335872.0,2083968.0,1809.0,-0.02050575241446495,597.63037109375,-1.0651285648345947,0.021436043083667755,0.0861328125,324.3578186035156,0.0,7.425562858581543,225.0,0.0,0.0003,1809,2083968,,
,36200.0,8340480.0,2085120.0,1810.0,0.024361733347177505,13.427608489990234,-0.9776420593261719,0.04362908750772476,0.1658203125,80.86931610107422,0.0,7.742597579956055,225.0,0.0,0.0003,1810,2085120,,
-73.21766651536252,36220.0,8345088.0,2086272.0,1811.0,0.003236033022403717,530.7431640625,-1.086909532546997,0.015164855867624283,0.03515625,1839.0338134765625,0.0,6.546541690826416,225.0,0.0,0.0003,1811,2086272,,
-73.6239832368741,36240.0,8349696.0,2087424.0,1812.0,0.008749548345804214,694.2191162109375,-1.1319620609283447,0.02067798189818859,0.05,2639.745849609375,0.0,6.51454496383667,225.0,0.0,0.0003,1812,2087424,,
,36260.0,8354304.0,2088576.0,1813.0,0.02474631369113922,11.115519523620605,-0.9682511687278748,0.0372953787446022,0.1568359375,62.52385330200195,0.0,8.103132247924805,225.0,0.0,0.0003,1813,2088576,,
-72.40850198437404,36280.0,8358912.0,2089728.0,1814.0,0.006359763443470001,674.4312133789062,-1.037703514099121,0.02315809577703476,0.1279296875,405.9679870605469,0.0,7.362969398498535,225.0,0.0,0.0003,1814,2089728,,
-71.84799136385857,36300.0,8363520.0,2090880.0,1815.0,-0.00332767516374588,686.767578125,-1.0900719165802002,0.0041958121582865715,0.005859375,357.5014343261719,0.0,6.9401068687438965,225.0,0.0,0.0003,1815,2090880,,
,36320.0,8368128.0,2092032.0,1816.0,0.03813949227333069,9.23365592956543,-0.9986214637756348,0.035080328583717346,0.1357421875,62.768821716308594,0.0,7.17136287689209,225.0,0.0,0.0003,1816,2092032,,
-71.82288768237146,36340.0,8372736.0,2093184.0,1817.0,0.019362758845090866,731.051513671875,-1.1321730613708496,0.0284055694937706,0.0673828125,2680.331298828125,0.0,6.712400436401367,225.0,0.0,0.0003,1817,2093184,,
-67.92499690342568,36360.0,8377344.0,2094336.0,1818.0,0.00579131580889225,807.9307861328125,-1.0284759998321533,0.012319372035562992,0.0123046875,165.92333984375,0.0,7.901028633117676,225.0,0.0,0.0003,1818,2094336,,
,36380.0,8381952.0,2095488.0,1819.0,0.031048692762851715,4.7152862548828125,-1.2133328914642334,0.04846974462270737,0.1380859375,66.66886138916016,0.0,6.407590389251709,225.0,0.0,0.0003,1819,2095488,,
-69.45797902198677,36400.0,8386560.0,2096640.0,1820.0,0.023191185668110847,879.6429443359375,-1.1542351245880127,0.05013185739517212,0.11875,172.85556030273438,0.0,6.787184715270996,225.0,0.0,0.0003,1820,2096640,,
,36420.0,8391168.0,2097792.0,1821.0,0.09097626805305481,10.794408798217773,-0.9782732129096985,0.07659812271595001,0.162890625,99.32379913330078,0.0,8.18722152709961,225.0,0.0,0.0003,1821,2097792,,
-70.13275401534862,36440.0,8395776.0,2098944.0,1822.0,-0.00020360201597213745,485.33770751953125,-1.097609519958496,0.041623134166002274,0.0828125,598.2518310546875,0.0,8.759572982788086,226.0,0.0,0.0003,1822,2098944,,
-73.78927817040966,36460.0,8400384.0,2100096.0,1823.0,0.016449423506855965,744.4610595703125,-1.068888783454895,0.0228691715747118,0.041015625,799.29931640625,0.0,7.947351932525635,226.0,0.0,0.0003,1823,2100096,,
,36480.0,8404992.0,2101248.0,1824.0,0.03954794257879257,11.716341972351074,-1.0074410438537598,0.03172072023153305,0.18671875,58.29072570800781,0.0,7.450894355773926,226.0,0.0,0.0003,1824,2101248,,
-72.93027257810606,36500.0,8409600.0,2102400.0,1825.0,-0.009339109063148499,521.489013671875,-1.1039526462554932,0.03130185604095459,0.0556640625,1803.017578125,0.0,6.955466270446777,226.0,0.0,0.0003,1825,2102400,,
,,,,,,,,,,,,,,,,1825,2102400,-37.48096443086338,-1.073554
-71.7570145208331,36520.0,8414208.0,2103552.0,1826.0,-0.016673892736434937,756.8111572265625,-1.1175856590270996,0.01802346296608448,0.02265625,780.3233032226562,0.0,7.301571369171143,225.0,0.0,0.0003,1826,2103552,,
,36540.0,8418816.0,2104704.0,1827.0,0.021726073697209358,8.00277328491211,-1.0797538757324219,0.019075516611337662,0.05390625,59.643375396728516,0.0,6.950386047363281,225.0,0.0,0.0003,1827,2104704,,
-69.3406418415486,36560.0,8423424.0,2105856.0,1828.0,0.007166082039475441,781.1509399414062,-1.158586025238037,0.022998888045549393,0.0490234375,1003.2350463867188,0.0,7.343050956726074,225.0,0.0,0.0003,1828,2105856,,
,36580.0,8428032.0,2107008.0,1829.0,0.031376469880342484,11.358885765075684,-0.959484875202179,0.047609902918338776,0.20859375,88.57999420166016,0.0,7.562712669372559,225.0,0.0,0.0003,1829,2107008,,
-69.0923214779721,36600.0,8432640.0,2108160.0,1830.0,0.0005645118653774261,183.62469482421875,-1.0861241817474365,0.01917894184589386,0.065625,764.550537109375,0.0,6.9176154136657715,225.0,0.0,0.0003,1830,2108160,,
-75.78963183302065,36620.0,8437248.0,2109312.0,1831.0,-0.008214399218559265,642.48046875,-1.0484271049499512,0.02427302673459053,0.03046875,308.6045837402344,0.0,6.860877990722656,225.0,0.0,0.0003,1831,2109312,,
,36640.0,8441856.0,2110464.0,1832.0,-0.0003258064389228821,13.501704216003418,-0.9619596004486084,0.029627401381731033,0.1052734375,60.73723220825195,0.0,7.560322284698486,225.0,0.0,0.0003,1832,2110464,,
-74.2208122192565,36660.0,8446464.0,2111616.0,1833.0,0.026870593428611755,920.3720703125,-1.0628982782363892,0.020807325839996338,0.0728515625,1351.5006103515625,0.0,7.267216205596924,225.0,0.0,0.0003,1833,2111616,,
-72.51396821422573,36680.0,8451072.0,2112768.0,1834.0,0.007438458502292633,361.2811279296875,-1.0865883827209473,0.03573323041200638,0.041015625,371.8001403808594,0.0,7.207900047302246,225.0,0.0,0.0003,1834,2112768,,
,36700.0,8455680.0,2113920.0,1835.0,0.02502290904521942,8.371938705444336,-0.9336903095245361,0.07449822127819061,0.1599609375,151.3553924560547,0.0,7.621955871582031,225.0,0.0,0.0003,1835,2113920,,
-72.58825120175646,36720.0,8460288.0,2115072.0,1836.0,0.0304226353764534,671.491943359375,-1.0287811756134033,0.027836425229907036,0.066796875,205.80380249023438,0.0,6.800809860229492,225.0,0.0,0.0003,1836,2115072,,
-74.37156426499334,36740.0,8464896.0,2116224.0,1837.0,0.005993027240037918,550.0799560546875,-0.988682210445404,0.010246312245726585,0.01796875,641.2015380859375,0.0,7.738146781921387,226.0,0.0,0.0003,1837,2116224,,
,36760.0,8469504.0,2117376.0,1838.0,0.0015124920755624771,5.8056182861328125,-1.040443778038025,0.04552725702524185,0.076171875,101.83912658691406,0.0,7.050409317016602,226.0,0.0,0.0003,1838,2117376,,
-73.50553099292338,36780.0,8474112.0,2118528.0,1839.0,0.04267069697380066,572.2784423828125,-1.065858244895935,0.04914554953575134,0.116015625,155.94064331054688,0.0,7.062103271484375,226.0,0.0,0.0003,1839,2118528,,
,36800.0,8478720.0,2119680.0,1840.0,0.06587480008602142,14.20673656463623,-0.9240005016326904,0.05320841819047928,0.1,58.708641052246094,0.0,7.877771377563477,226.0,0.0,0.0003,1840,2119680,,
-74.04807484559524,36820.0,8483328.0,2120832.0,1841.0,-0.0010040178894996643,703.1112060546875,-0.981205403804779,0.016214244067668915,0.041015625,696.1858520507812,0.0,7.6393280029296875,226.0,0.0,0.0003,1841,2120832,,
-75.35982619175383,36840.0,8487936.0,2121984.0,1842.0,-0.013287976384162903,650.0128173828125,-1.0554002523422241,0.02532164566218853,0.0220703125,3048.419677734375,0.0,7.032313346862793,226.0,0.0,0.0003,1842,2121984,,
,36860.0,8492544.0,2123136.0,1843.0,0.014548160135746002,11.810442924499512,-0.9624189138412476,0.019372401759028435,0.0458984375,60.734989166259766,0.0,7.548221111297607,226.0,0.0,0.0003,1843,2123136,,
-74.30401033529036,36880.0,8497152.0,2124288.0,1844.0,0.03268321231007576,544.534912109375,-1.1003453731536865,0.025036226958036423,0.0509765625,1248.3846435546875,0.0,6.604034423828125,226.0,0.0,0.0003,1844,2124288,,
-71.39325606692239,36900.0,8501760.0,2125440.0,1845.0,0.001605357974767685,522.064208984375,-1.0803639888763428,0.022413646802306175,0.0283203125,667.3672485351562,0.0,6.727072715759277,226.0,0.0,0.0003,1845,2125440,,
,36920.0,8506368.0,2126592.0,1846.0,0.022875141352415085,9.301919937133789,-0.9935134649276733,0.030704326927661896,0.0791015625,133.6772003173828,0.0,7.270541191101074,226.0,0.0,0.0003,1846,2126592,,
-72.7853185968203,36940.0,8510976.0,2127744.0,1847.0,-0.017121102660894394,667.4737548828125,-1.149099588394165,0.024962477385997772,0.055859375,3001.479248046875,0.0,6.915543556213379,226.0,0.0,0.0003,1847,2127744,,
-73.23748676479522,36960.0,8515584.0,2128896.0,1848.0,0.007656984031200409,556.0552978515625,-0.9842106103897095,0.01229154784232378,0.0220703125,1024.34033203125,0.0,7.562707901000977,226.0,0.0,0.0003,1848,2128896,,
,36980.0,8520192.0,2130048.0,1849.0,0.03392348438501358,6.6633124351501465,-1.060727834701538,0.051597241312265396,0.140234375,72.00140380859375,0.0,7.499470233917236,226.0,0.0,0.0003,1849,2130048,,
-73.95580969971836,37000.0,8524800.0,2131200.0,1850.0,-0.011982835829257965,892.5103149414062,-0.9905758500099182,0.03076738864183426,0.104296875,241.90518188476562,0.0,7.586295127868652,226.0,0.0,0.0003,1850,2131200,,
,,,,,,,,,,,,,,,,1850,2131200,-38.285845626523155,-1.002482
,37020.0,8529408.0,2132352.0,1851.0,0.014155834913253784,16.38869285583496,-0.9445908069610596,0.03243672102689743,0.19609375,55.77680206298828,0.0,7.139887809753418,226.0,0.0,0.0003,1851,2132352,,
-76.96156697716889,37040.0,8534016.0,2133504.0,1852.0,0.011097530834376812,548.367431640625,-1.0482900142669678,0.031739309430122375,0.049609375,619.7162475585938,0.0,7.489133834838867,226.0,0.0,0.0003,1852,2133504,,
-76.59736098975671,37060.0,8538624.0,2134656.0,1853.0,-0.005801048129796982,837.465087890625,-1.0282845497131348,0.01655012182891369,0.038671875,1513.276611328125,0.0,7.447915077209473,226.0,0.0,0.0003,1853,2134656,,
,37080.0,8543232.0,2135808.0,1854.0,0.06817112863063812,14.230216979980469,-0.9149065017700195,0.06415656954050064,0.134765625,80.41307830810547,0.0,8.84967041015625,226.0,0.0,0.0003,1854,2135808,,
-75.8802368404839,37100.0,8547840.0,2136960.0,1855.0,0.02417828142642975,368.0028076171875,-1.068615436553955,0.028643954545259476,0.0603515625,2117.244384765625,0.0,7.387689113616943,226.0,0.0,0.0003,1855,2136960,,
-75.65079551036057,37120.0,8552448.0,2138112.0,1856.0,-0.008620083332061768,588.915771484375,-1.035559892654419,0.008925026282668114,0.0125,574.0428466796875,0.0,7.37423849105835,226.0,0.0,0.0003,1856,2138112,,
,37140.0,8557056.0,2139264.0,1857.0,0.04452013969421387,8.472271919250488,-0.9536667466163635,0.0210457481443882,0.09140625,58.95431900024414,0.0,7.323013782501221,226.0,0.0,0.0003,1857,2139264,,
-76.55662609779651,37160.0,8561664.0,2140416.0,1858.0,0.007171470671892166,605.5336303710938,-1.084252119064331,0.03517266362905502,0.0791015625,2876.97998046875,0.0,7.360294342041016,226.0,0.0,0.0003,1858,2140416,,
,37180.0,8566272.0,2141568.0,1859.0,0.05092892795801163,16.645532608032227,-0.9359470009803772,0.059080153703689575,0.205078125,55.601898193359375,0.0,7.815557479858398,226.0,0.0,0.0003,1859,2141568,,
-77.23644738728012,37200.0,8570880.0,2142720.0,1860.0,-0.004982016980648041,131.05917358398438,-1.033690333366394,0.029181838035583496,0.1111328125,451.9851989746094,0.0,7.781952857971191,226.0,0.0,0.0003,1860,2142720,,
-73.95928484592146,37220.0,8575488.0,2143872.0,1861.0,0.02265457808971405,606.0225219726562,-1.0509926080703735,0.03248957544565201,0.046875,125.68004608154297,0.0,7.298091888427734,226.0,0.0,0.0003,1861,2143872,,
,37240.0,8580096.0,2145024.0,1862.0,0.029831625521183014,14.546085357666016,-0.976346492767334,0.06380297243595123,0.27734375,64.10537719726562,0.0,6.960554122924805,226.0,0.0,0.0003,1862,2145024,,
-75.54644756681866,37260.0,8584704.0,2146176.0,1863.0,0.02539757266640663,693.387939453125,-1.0064094066619873,0.027045026421546936,0.089453125,551.746337890625,0.0,7.211240768432617,226.0,0.0,0.0003,1863,2146176,,
-74.55008491174044,37280.0,8589312.0,2147328.0,1864.0,-0.006835527718067169,746.1827392578125,-1.0785667896270752,0.020000068470835686,0.041796875,4530.53662109375,0.0,7.380878448486328,226.0,0.0,0.0003,1864,2147328,,
,37300.0,8593920.0,2148480.0,1865.0,-0.011373518034815788,9.318124771118164,-0.9467189311981201,0.019467415288090706,0.0701171875,81.09416198730469,0.0,8.146581649780273,226.0,0.0,0.0003,1865,2148480,,
-75.39235097555218,37320.0,8598528.0,2149632.0,1866.0,0.0032494068145751953,587.9308471679688,-1.0192406177520752,0.025181438773870468,0.04609375,1527.0654296875,0.0,7.916301250457764,226.0,0.0,0.0003,1866,2149632,,
-75.70037736567348,37340.0,8603136.0,2150784.0,1867.0,0.0030223876237869263,583.896728515625,-1.0484590530395508,0.00339052127674222,0.001171875,432.3013916015625,0.0,8.020878791809082,226.0,0.0,0.0003,1867,2150784,,
,37360.0,8607744.0,2151936.0,1868.0,0.057876456528902054,5.510711669921875,-1.049152135848999,0.046634647995233536,0.1546875,107.09651947021484,0.0,7.206482887268066,226.0,0.0,0.0003,1868,2151936,,
-73.44855061801931,37380.0,8612352.0,2153088.0,1869.0,0.011963242664933205,593.7056884765625,-1.1492160558700562,0.027396786957979202,0.08046875,2600.721923828125,0.0,7.048552989959717,226.0,0.0,0.0003,1869,2153088,,
,37400.0,8616960.0,2154240.0,1870.0,-0.013608541339635849,12.766077995300293,-0.9907921552658081,0.0378904864192009,0.1533203125,43.97029495239258,0.0,7.021165370941162,227.0,0.0,0.0003,1870,2154240,,
-73.65089182758382,37420.0,8621568.0,2155392.0,1871.0,-0.019393926486372948,338.3373107910156,-1.137730598449707,0.06286755204200745,0.182421875,506.1628723144531,0.0,7.017279148101807,227.0,0.0,0.0003,1871,2155392,,
-73.30495589261778,37440.0,8626176.0,2156544.0,1872.0,0.010026626288890839,807.4193115234375,-1.1176011562347412,0.02098705619573593,0.0232421875,279.6501159667969,0.0,7.198612213134766,227.0,0.0,0.0003,1872,2156544,,
,37460.0,8630784.0,2157696.0,1873.0,0.0139036625623703,13.553030014038086,-0.9672278165817261,0.03238128498196602,0.0927734375,56.492210388183594,0.0,8.005874633789062,227.0,0.0,0.0003,1873,2157696,,
-72.64346145886336,37480.0,8635392.0,2158848.0,1874.0,0.01034855842590332,514.2457885742188,-1.1131627559661865,0.02361253835260868,0.1087890625,347.02191162109375,0.0,7.159955978393555,227.0,0.0,0.0003,1874,2158848,,
-73.83258263523233,37500.0,8640000.0,2160000.0,1875.0,-0.007196761667728424,1010.7559204101562,-1.064983606338501,0.017400966957211494,0.041796875,1939.5020751953125,0.0,7.3717851638793945,227.0,0.0,0.0003,1875,2160000,,
,,,,,,,,,,,,,,,,1875,2160000,-37.01534590885908,-1.0532997
,37520.0,8644608.0,2161152.0,1876.0,0.0030789654701948166,9.084207534790039,-0.9744362831115723,0.02577996253967285,0.035546875,103.8979263305664,0.0,8.00027084350586,226.0,0.0,0.0003,1876,2161152,,
-71.84995519643417,37540.0,8649216.0,2162304.0,1877.0,-0.002066226676106453,638.8743896484375,-1.13125479221344,0.01762019656598568,0.027734375,270.955078125,0.0,6.823188304901123,226.0,0.0,0.0003,1877,2162304,,
-72.4350214026984,37560.0,8653824.0,2163456.0,1878.0,-0.009114107117056847,479.52496337890625,-1.0266098976135254,0.0115783317014575,0.009765625,1336.0047607421875,0.0,7.974567890167236,226.0,0.0,0.0003,1878,2163456,,
,37580.0,8658432.0,2164608.0,1879.0,0.02797761745750904,5.601858615875244,-1.1063153743743896,0.028547542169690132,0.094140625,86.57708740234375,0.0,7.2288103103637695,226.0,0.0,0.0003,1879,2164608,,
-70.12053872016844,37600.0,8663040.0,2165760.0,1880.0,0.04791269451379776,917.2131958007812,-1.157952070236206,0.054202158004045486,0.126171875,120.68315887451172,0.0,6.679584980010986,226.0,0.0,0.0003,1880,2165760,,
,37620.0,8667648.0,2166912.0,1881.0,-0.020908288657665253,10.554121017456055,-1.0052800178527832,0.025221332907676697,0.145703125,53.45089340209961,0.0,7.859955787658691,226.0,0.0,0.0003,1881,2166912,,
-69.04233395328873,37640.0,8672256.0,2168064.0,1882.0,-0.0123729407787323,656.97705078125,-1.1325247287750244,0.02257678285241127,0.0705078125,1998.8804931640625,0.0,7.229615211486816,226.0,0.0,0.0003,1882,2168064,,
-72.975910680378,37660.0,8676864.0,2169216.0,1883.0,0.020886428654193878,685.0422973632812,-1.1383455991744995,0.02774946391582489,0.0685546875,321.7323913574219,0.0,6.76310920715332,226.0,0.0,0.0003,1883,2169216,,
,37680.0,8681472.0,2170368.0,1884.0,-0.03451669216156006,7.464447975158691,-1.0253472328186035,0.015805862843990326,0.148046875,52.71842575073242,0.0,7.183467388153076,226.0,0.0,0.0003,1884,2170368,,
-69.09116460631175,37700.0,8686080.0,2171520.0,1885.0,0.013349141925573349,616.9527587890625,-1.164440393447876,0.020790133625268936,0.01796875,397.8683776855469,0.0,6.1074323654174805,227.0,0.0,0.0003,1885,2171520,,
-72.12910268441152,37720.0,8690688.0,2172672.0,1886.0,-0.01597646437585354,410.9217529296875,-1.1092305183410645,0.02828705683350563,0.0619140625,383.3614196777344,0.0,7.023482799530029,227.0,0.0,0.0003,1886,2172672,,
,37740.0,8695296.0,2173824.0,1887.0,-0.001477481797337532,7.994748115539551,-1.0375189781188965,0.04377308487892151,0.0923828125,78.90138244628906,0.0,7.59018087387085,227.0,0.0,0.0003,1887,2173824,,
-69.0346081940476,37760.0,8699904.0,2174976.0,1888.0,0.014917746186256409,552.2454223632812,-1.116701364517212,0.046150367707014084,0.11796875,2972.287109375,0.0,7.089475631713867,227.0,0.0,0.0003,1888,2174976,,
