training/avg_reward,x_axis/optimization_steps,x_axis/samples_seen,x_axis/samples_collected,x_axis/epochs,training/pg_loss,training/v_loss,training/entropy,training/approx_kl,training/clipfrac,training/grad_norm,training/ent_coef,training/PPD_loss,training/SPS,training/n_better_episodes,training/learning_rate,iteration,global_step,Test/Episode Reward Student on OD test,Test/Mean entropy Student on OD test
-70.38001278965207,85980.0,19809792.0,4952448.0,4299.0,0.00025127269327640533,1015.6152954101562,-1.1725456714630127,0.009066353552043438,0.0119140625,136.9380340576172,0.0,6.879362106323242,252.0,0.0,0.0003,4299,4952448,,
,86000.0,19814400.0,4953600.0,4300.0,-0.005690375342965126,5.1088457107543945,-1.1029921770095825,0.03134625032544136,0.0810546875,112.44315338134766,0.0,7.345508575439453,252.0,0.0,0.0003,4300,4953600,,
,,,,,,,,,,,,,,,,4300,4953600,-36.84211286568434,-1.1283088
-67.97551071058973,86020.0,19819008.0,4954752.0,4301.0,-0.00035378802567720413,698.9439697265625,-1.2015440464019775,0.013646749779582024,0.0359375,3732.126708984375,0.0,6.467156410217285,252.0,0.0,0.0003,4301,4954752,,
-69.18918602801767,86040.0,19823616.0,4955904.0,4302.0,-0.009191688150167465,1050.36328125,-1.1212728023529053,0.004311566241085529,0.0005859375,4942.28271484375,0.0,7.212904453277588,252.0,0.0,0.0003,4302,4955904,,
,86060.0,19828224.0,4957056.0,4303.0,0.025242839008569717,3.656729221343994,-1.1677730083465576,0.030541062355041504,0.041796875,154.91749572753906,0.0,7.150660514831543,252.0,0.0,0.0003,4303,4957056,,
-67.70912060078335,86080.0,19832832.0,4958208.0,4304.0,0.02283548191189766,598.793212890625,-1.15092134475708,0.04996251314878464,0.0734375,2322.205810546875,0.0,7.074371337890625,252.0,0.0,0.0003,4304,4958208,,
,86100.0,19837440.0,4959360.0,4305.0,-0.0005507264286279678,7.442893981933594,-1.0474315881729126,0.04492883384227753,0.1349609375,52.98688507080078,0.0,7.386431694030762,252.0,0.0,0.0003,4305,4959360,,
-66.48630380544368,86120.0,19842048.0,4960512.0,4306.0,-0.0029419586062431335,797.689697265625,-1.1807477474212646,0.016004597768187523,0.04375,248.62771606445312,0.0,6.325349807739258,252.0,0.0,0.0003,4306,4960512,,
-68.11288255692594,86140.0,19846656.0,4961664.0,4307.0,-0.010725311934947968,771.458251953125,-1.2029269933700562,0.025044981390237808,0.0474609375,199.1607666015625,0.0,6.50620174407959,252.0,0.0,0.0003,4307,4961664,,
,86160.0,19851264.0,4962816.0,4308.0,0.0062032416462898254,8.446516990661621,-1.0756783485412598,0.030505642294883728,0.107421875,46.557464599609375,0.0,7.43089485168457,252.0,0.0,0.0003,4308,4962816,,
-68.05921047981448,86180.0,19855872.0,4963968.0,4309.0,-0.011215176433324814,590.8148193359375,-1.1802760362625122,0.023224180564284325,0.09453125,3519.33349609375,0.0,7.112496376037598,252.0,0.0,0.0003,4309,4963968,,
-72.78058282706377,86200.0,19860480.0,4965120.0,4310.0,0.0007269009947776794,731.297607421875,-1.1147207021713257,0.012630928307771683,0.0185546875,582.6337890625,0.0,6.961031436920166,252.0,0.0,0.0003,4310,4965120,,
,86220.0,19865088.0,4966272.0,4311.0,0.008329793810844421,5.589802265167236,-1.0976181030273438,0.020385269075632095,0.06015625,55.85184860229492,0.0,6.636463165283203,252.0,0.0,0.0003,4311,4966272,,
-68.79329256385104,86240.0,19869696.0,4967424.0,4312.0,0.016769737005233765,1098.045166015625,-1.1889982223510742,0.031158912926912308,0.0681640625,4472.6748046875,0.0,6.535750389099121,252.0,0.0,0.0003,4312,4967424,,
-67.76497362105714,86260.0,19874304.0,4968576.0,4313.0,0.007083021104335785,891.9072265625,-1.0864683389663696,0.006894100923091173,0.0021484375,460.73272705078125,0.0,7.431108474731445,252.0,0.0,0.0003,4313,4968576,,
,86280.0,19878912.0,4969728.0,4314.0,0.008877119049429893,8.707138061523438,-1.1809210777282715,0.04020027071237564,0.1044921875,110.22637939453125,0.0,7.973380088806152,252.0,0.0,0.0003,4314,4969728,,
-69.74341154121377,86300.0,19883520.0,4970880.0,4315.0,0.04094729945063591,700.5836181640625,-1.1914865970611572,0.03536244109272957,0.10703125,409.8739318847656,0.0,6.984280109405518,252.0,0.0,0.0003,4315,4970880,,
,86320.0,19888128.0,4972032.0,4316.0,-0.028174448758363724,9.788230895996094,-1.0732189416885376,0.041408851742744446,0.0810546875,56.39598846435547,0.0,7.327017784118652,252.0,0.0,0.0003,4316,4972032,,
-69.95098624118533,86340.0,19892736.0,4973184.0,4317.0,-0.0019369497895240784,484.0484313964844,-1.1859750747680664,0.015680663287639618,0.0357421875,1969.9234619140625,0.0,7.073442459106445,252.0,0.0,0.0003,4317,4973184,,
-70.75733870930937,86360.0,19897344.0,4974336.0,4318.0,0.0022927429527044296,598.014892578125,-1.1041321754455566,0.016601327806711197,0.0173828125,189.5732421875,0.0,7.449508190155029,252.0,0.0,0.0003,4318,4974336,,
,86380.0,19901952.0,4975488.0,4319.0,-0.012665815651416779,7.813796520233154,-1.0781972408294678,0.04275832697749138,0.1681640625,123.55781555175781,0.0,6.661221027374268,252.0,0.0,0.0003,4319,4975488,,
-69.59766543358634,86400.0,19906560.0,4976640.0,4320.0,0.018930485472083092,886.4912719726562,-1.155774712562561,0.02446744218468666,0.0693359375,306.0014953613281,0.0,7.549234390258789,252.0,0.0,0.0003,4320,4976640,,
-70.12281777243706,86420.0,19911168.0,4977792.0,4321.0,-0.014482170343399048,797.2158203125,-1.1237239837646484,0.014172802679240704,0.0259765625,927.4049072265625,0.0,7.624164581298828,252.0,0.0,0.0003,4321,4977792,,
,86440.0,19915776.0,4978944.0,4322.0,-0.020913679152727127,6.106655120849609,-1.1088014841079712,0.023961666971445084,0.0669921875,91.18360137939453,0.0,7.195586204528809,252.0,0.0,0.0003,4322,4978944,,
-70.84244541250567,86460.0,19920384.0,4980096.0,4323.0,-0.01063476875424385,612.6947021484375,-1.1542890071868896,0.02597002126276493,0.0794921875,218.43089294433594,0.0,6.880947113037109,252.0,0.0,0.0003,4323,4980096,,
,86480.0,19924992.0,4981248.0,4324.0,-0.005370123311877251,9.796989440917969,-1.0472122430801392,0.042081162333488464,0.1712890625,61.85641860961914,0.0,7.573352813720703,252.0,0.0,0.0003,4324,4981248,,
-71.13094392777919,86500.0,19929600.0,4982400.0,4325.0,0.0048026591539382935,442.53826904296875,-1.126068353652954,0.01670137420296669,0.0470703125,267.7033386230469,0.0,6.655268669128418,252.0,0.0,0.0003,4325,4982400,,
,,,,,,,,,,,,,,,,4325,4982400,-37.17677268577142,-1.086055
-68.5791530682837,86520.0,19934208.0,4983552.0,4326.0,-0.013993322849273682,788.4271240234375,-1.1826140880584717,0.030221177265048027,0.07890625,940.5042114257812,0.0,6.658795356750488,252.0,0.0,0.0003,4326,4983552,,
,86540.0,19938816.0,4984704.0,4327.0,-0.02425217255949974,8.976384162902832,-1.0322575569152832,0.03366095572710037,0.07265625,65.43645477294922,0.0,8.228796005249023,252.0,0.0,0.0003,4327,4984704,,
-72.65727581007144,86560.0,19943424.0,4985856.0,4328.0,0.017419392243027687,595.9849853515625,-1.1138789653778076,0.02538326382637024,0.062109375,411.6405944824219,0.0,6.6227946281433105,252.0,0.0,0.0003,4328,4985856,,
-72.34239338207922,86580.0,19948032.0,4987008.0,4329.0,-0.001679902896285057,880.6353149414062,-1.142187476158142,0.017345115542411804,0.02421875,327.81512451171875,0.0,6.856133937835693,252.0,0.0,0.0003,4329,4987008,,
,86600.0,19952640.0,4988160.0,4330.0,-0.006286647170782089,5.474155426025391,-1.0501301288604736,0.02056688442826271,0.057421875,117.53758239746094,0.0,7.325458526611328,252.0,0.0,0.0003,4330,4988160,,
-68.1125560363635,86620.0,19957248.0,4989312.0,4331.0,-0.015736326575279236,786.320068359375,-1.159936547279358,0.01469603180885315,0.0263671875,262.0696105957031,0.0,6.686060428619385,252.0,0.0,0.0003,4331,4989312,,
-69.21857440668617,86640.0,19961856.0,4990464.0,4332.0,0.0045189522206783295,850.3099975585938,-1.0817945003509521,0.00832467619329691,0.004296875,2452.697265625,0.0,7.626727104187012,252.0,0.0,0.0003,4332,4990464,,
,86660.0,19966464.0,4991616.0,4333.0,-0.01186814159154892,5.109874248504639,-1.1139001846313477,0.04000850021839142,0.03671875,99.12556457519531,0.0,7.636277198791504,252.0,0.0,0.0003,4333,4991616,,
-68.01361630818134,86680.0,19971072.0,4992768.0,4334.0,0.04281976819038391,547.137939453125,-1.157124400138855,0.048520199954509735,0.0994140625,187.9222869873047,0.0,6.935715675354004,252.0,0.0,0.0003,4334,4992768,,
,86700.0,19975680.0,4993920.0,4335.0,0.010218259878456593,10.783645629882812,-1.0600931644439697,0.03237909451127052,0.134375,39.420677185058594,0.0,7.308820724487305,252.0,0.0,0.0003,4335,4993920,,
-69.17231281474595,86720.0,19980288.0,4995072.0,4336.0,-0.003703787922859192,559.3265380859375,-1.1087207794189453,0.030668683350086212,0.06015625,420.06512451171875,0.0,7.0823140144348145,252.0,0.0,0.0003,4336,4995072,,
-71.2670096133165,86740.0,19984896.0,4996224.0,4337.0,0.0057974644005298615,750.9111328125,-1.1624796390533447,0.016183942556381226,0.0388671875,201.246337890625,0.0,6.932199478149414,252.0,0.0,0.0003,4337,4996224,,
,86760.0,19989504.0,4997376.0,4338.0,-0.02009635418653488,8.196677207946777,-1.0141054391860962,0.022069523110985756,0.1208984375,73.16465759277344,0.0,8.443111419677734,252.0,0.0,0.0003,4338,4997376,,
-70.77444092460992,86780.0,19994112.0,4998528.0,4339.0,0.01967797800898552,811.1655883789062,-1.1497278213500977,0.03730550780892372,0.1302734375,1914.0250244140625,0.0,7.434760093688965,252.0,0.0,0.0003,4339,4998528,,
-71.89220274864678,86800.0,19998720.0,4999680.0,4340.0,-0.004706531763076782,626.1871337890625,-1.1048083305358887,0.009962527081370354,0.0140625,147.38465881347656,0.0,7.569219589233398,252.0,0.0,0.0003,4340,4999680,,
,86820.0,20003328.0,5000832.0,4341.0,-0.00405370257794857,5.857570171356201,-1.029585838317871,0.017342377454042435,0.0357421875,77.40937042236328,0.0,7.648779392242432,252.0,0.0,0.0003,4341,5000832,,
-68.92421196631344,86840.0,20007936.0,5001984.0,4342.0,-0.003872927278280258,1095.253173828125,-1.12835693359375,0.022371672093868256,0.09921875,1745.9744873046875,0.0,6.659904956817627,252.0,0.0,0.0003,4342,5001984,,
-71.80382657596014,86860.0,20012544.0,5003136.0,4343.0,0.0032633300870656967,749.680908203125,-1.020071029663086,0.004694411531090736,0.001953125,543.7066650390625,0.0,8.006991386413574,252.0,0.0,0.0003,4343,5003136,,
,86880.0,20017152.0,5004288.0,4344.0,0.05334433168172836,4.288154602050781,-1.141911506652832,0.040116310119628906,0.0765625,81.31787872314453,0.0,7.109498977661133,252.0,0.0,0.0003,4344,5004288,,
-70.06007011658772,86900.0,20021760.0,5005440.0,4345.0,-0.03394649177789688,1072.191650390625,-1.1639972925186157,0.02699262462556362,0.0525390625,166.3383026123047,0.0,6.732172966003418,252.0,0.0,0.0003,4345,5005440,,
,86920.0,20026368.0,5006592.0,4346.0,0.01058894395828247,11.786876678466797,-0.9954221248626709,0.05114881694316864,0.0935546875,115.61324310302734,0.0,8.190815925598145,252.0,0.0,0.0003,4346,5006592,,
-70.13236180637028,86940.0,20030976.0,5007744.0,4347.0,-0.00035887956619262695,717.26513671875,-1.1040349006652832,0.015554938465356827,0.04453125,575.7557373046875,0.0,6.974678039550781,252.0,0.0,0.0003,4347,5007744,,
-73.22490724700873,86960.0,20035584.0,5008896.0,4348.0,0.003402411937713623,1096.8438720703125,-1.1293760538101196,0.030055996030569077,0.0396484375,817.4154663085938,0.0,6.365505218505859,252.0,0.0,0.0003,4348,5008896,,
,86980.0,20040192.0,5010048.0,4349.0,-0.018745724111795425,8.677801132202148,-0.9905086159706116,0.034788087010383606,0.1142578125,46.1396598815918,0.0,7.804835319519043,252.0,0.0,0.0003,4349,5010048,,
-73.80073443797112,87000.0,20044800.0,5011200.0,4350.0,0.002790439873933792,719.1937255859375,-1.0627355575561523,0.018638961017131805,0.0357421875,384.2460021972656,0.0,7.513929843902588,253.0,0.0,0.0003,4350,5011200,,
,,,,,,,,,,,,,,,,4350,5011200,-37.159754573344465,-1.0246136
-72.63376075944056,87020.0,20049408.0,5012352.0,4351.0,-0.0007952526211738586,552.4837646484375,-1.0683460235595703,0.003576833289116621,0.00390625,678.7205810546875,0.0,7.75100040435791,252.0,0.0,0.0003,4351,5012352,,
,87040.0,20054016.0,5013504.0,4352.0,0.03326033055782318,6.0704264640808105,-1.0480657815933228,0.02877493016421795,0.099609375,47.682865142822266,0.0,7.213417053222656,252.0,0.0,0.0003,4352,5013504,,
-72.80378213815028,87060.0,20058624.0,5014656.0,4353.0,-0.013259679079055786,747.7571411132812,-1.1185890436172485,0.030726410448551178,0.1267578125,642.5550537109375,0.0,6.489343643188477,252.0,0.0,0.0003,4353,5014656,,
,87080.0,20063232.0,5015808.0,4354.0,-0.01760523021221161,11.061494827270508,-1.020222783088684,0.054354213178157806,0.18671875,45.39548110961914,0.0,7.339337348937988,252.0,0.0,0.0003,4354,5015808,,
-71.10826610145999,87100.0,20067840.0,5016960.0,4355.0,0.007953256368637085,326.53497314453125,-1.1527994871139526,0.02686697244644165,0.0515625,699.491455078125,0.0,6.775842666625977,252.0,0.0,0.0003,4355,5016960,,
-70.86419948226009,87120.0,20072448.0,5018112.0,4356.0,-0.0032662581652402878,770.3209228515625,-1.185126781463623,0.019012173637747765,0.0212890625,142.7162322998047,0.0,6.499794006347656,252.0,0.0,0.0003,4356,5018112,,
,87140.0,20077056.0,5019264.0,4357.0,0.008686814457178116,9.581781387329102,-1.0166335105895996,0.026966964825987816,0.06875,52.35362243652344,0.0,7.193971633911133,252.0,0.0,0.0003,4357,5019264,,
-68.8414151638948,87160.0,20081664.0,5020416.0,4358.0,0.027929238975048065,696.25390625,-1.1455538272857666,0.055133115500211716,0.14140625,443.7406311035156,0.0,6.648632049560547,252.0,0.0,0.0003,4358,5020416,,
-71.51230963483457,87180.0,20086272.0,5021568.0,4359.0,-0.010468986816704273,996.4521484375,-1.2002590894699097,0.01728222519159317,0.0349609375,304.0977783203125,0.0,6.165763854980469,252.0,0.0,0.0003,4359,5021568,,
,87200.0,20090880.0,5022720.0,4360.0,-0.02184501476585865,6.9607696533203125,-1.0432593822479248,0.052595969289541245,0.0724609375,59.684913635253906,0.0,7.300387382507324,252.0,0.0,0.0003,4360,5022720,,
-69.15655454671418,87220.0,20095488.0,5023872.0,4361.0,0.032684575766325,752.0621337890625,-1.206749439239502,0.0240926556289196,0.0375,256.0669860839844,0.0,6.6311421394348145,252.0,0.0,0.0003,4361,5023872,,
-69.07973849090843,87240.0,20100096.0,5025024.0,4362.0,-0.023355692625045776,527.7113647460938,-1.1618719100952148,0.011160575784742832,0.006640625,3227.60009765625,0.0,6.794407844543457,252.0,0.0,0.0003,4362,5025024,,
,87260.0,20104704.0,5026176.0,4363.0,0.01231362670660019,6.532498359680176,-1.1640052795410156,0.022220831364393234,0.0666015625,90.55307006835938,0.0,6.56775426864624,252.0,0.0,0.0003,4363,5026176,,
-68.14303851241317,87280.0,20109312.0,5027328.0,4364.0,-0.013411987572908401,1162.1273193359375,-1.170406699180603,0.03915363550186157,0.1072265625,4703.43603515625,0.0,6.634568691253662,252.0,0.0,0.0003,4364,5027328,,
,87300.0,20113920.0,5028480.0,4365.0,0.040187910199165344,8.193674087524414,-1.1125447750091553,0.053823743015527725,0.1626953125,44.83893585205078,0.0,6.2402191162109375,252.0,0.0,0.0003,4365,5028480,,
-66.90400749955622,87320.0,20118528.0,5029632.0,4366.0,0.019951798021793365,520.8411254882812,-1.2617063522338867,0.05925735831260681,0.1552734375,664.3599853515625,0.0,6.337592601776123,252.0,0.0,0.0003,4366,5029632,,
-67.48614118140308,87340.0,20123136.0,5030784.0,4367.0,-0.0032577738165855408,908.906494140625,-1.24459707736969,0.029396504163742065,0.0443359375,79.5094985961914,0.0,6.345308780670166,252.0,0.0,0.0003,4367,5030784,,
,87360.0,20127744.0,5031936.0,4368.0,0.011056809686124325,8.772064208984375,-1.0885355472564697,0.03241793438792229,0.1322265625,57.23193359375,0.0,7.419739246368408,253.0,0.0,0.0003,4368,5031936,,
-68.08108835941493,87380.0,20132352.0,5033088.0,4369.0,-0.0003987690433859825,889.7425537109375,-1.1815972328186035,0.018610583618283272,0.0470703125,193.26025390625,0.0,6.870438575744629,253.0,0.0,0.0003,4369,5033088,,
-68.20588314688221,87400.0,20136960.0,5034240.0,4370.0,-0.013994980603456497,713.0805053710938,-1.2287828922271729,0.042079828679561615,0.0671875,389.44287109375,0.0,6.594154357910156,253.0,0.0,0.0003,4370,5034240,,
,87420.0,20141568.0,5035392.0,4371.0,0.022893421351909637,5.162580490112305,-1.105526328086853,0.04992222785949707,0.1087890625,66.16571807861328,0.0,6.997394561767578,253.0,0.0,0.0003,4371,5035392,,
-64.83740817945775,87440.0,20146176.0,5036544.0,4372.0,0.030298225581645966,923.87451171875,-1.1712249517440796,0.037424486130476,0.1001953125,4956.9853515625,0.0,7.209681034088135,253.0,0.0,0.0003,4372,5036544,,
-69.74181135365086,87460.0,20150784.0,5037696.0,4373.0,0.002827715128660202,801.2376708984375,-1.0554481744766235,0.012012680992484093,0.0134765625,402.6924133300781,0.0,8.113096237182617,253.0,0.0,0.0003,4373,5037696,,
,87480.0,20155392.0,5038848.0,4374.0,0.03963134065270424,4.22782039642334,-1.2038174867630005,0.05853493511676788,0.13046875,85.5995864868164,0.0,6.761075973510742,253.0,0.0,0.0003,4374,5038848,,
-70.2359408485345,87500.0,20160000.0,5040000.0,4375.0,0.0001979917287826538,624.6837158203125,-1.1553289890289307,0.02118297852575779,0.0759765625,3849.72998046875,0.0,7.136585235595703,253.0,0.0,0.0003,4375,5040000,,
,,,,,,,,,,,,,,,,4375,5040000,-37.17859862929661,-1.0906519
,87520.0,20164608.0,5041152.0,4376.0,0.0010993927717208862,10.343292236328125,-1.0130558013916016,0.02589252218604088,0.078515625,72.31946563720703,0.0,8.179250717163086,252.0,0.0,0.0003,4376,5041152,,
-72.26536128743676,87540.0,20169216.0,5042304.0,4377.0,-0.012755215167999268,710.54736328125,-1.1438559293746948,0.01095797773450613,0.0275390625,2326.374755859375,0.0,6.810011863708496,252.0,0.0,0.0003,4377,5042304,,
-69.40420565927734,87560.0,20173824.0,5043456.0,4378.0,0.00021462514996528625,698.44189453125,-1.1467325687408447,0.02223600633442402,0.0388671875,217.57733154296875,0.0,6.895185470581055,252.0,0.0,0.0003,4378,5043456,,
,87580.0,20178432.0,5044608.0,4379.0,0.015170153230428696,8.024247169494629,-1.055346965789795,0.02809867635369301,0.2123046875,54.5613899230957,0.0,6.971500396728516,252.0,0.0,0.0003,4379,5044608,,
-69.29978654005566,87600.0,20183040.0,5045760.0,4380.0,0.026784434914588928,835.8477783203125,-1.1675275564193726,0.029403597116470337,0.08671875,4622.9208984375,0.0,6.876315116882324,252.0,0.0,0.0003,4380,5045760,,
-69.43588192329865,87620.0,20187648.0,5046912.0,4381.0,0.008742882870137691,941.7060546875,-1.1169278621673584,0.013172972947359085,0.0109375,490.9051818847656,0.0,7.70809268951416,252.0,0.0,0.0003,4381,5046912,,
,87640.0,20192256.0,5048064.0,4382.0,-0.0043684858828783035,6.419092178344727,-1.105393886566162,0.03250545635819435,0.1130859375,61.988006591796875,0.0,6.658011436462402,252.0,0.0,0.0003,4382,5048064,,
-67.90413871645487,87660.0,20196864.0,5049216.0,4383.0,-0.023424744606018066,834.2747802734375,-1.1448419094085693,0.016779353842139244,0.028515625,5197.0224609375,0.0,6.869842052459717,252.0,0.0,0.0003,4383,5049216,,
,87680.0,20201472.0,5050368.0,4384.0,-0.017399678006768227,11.643234252929688,-1.0514116287231445,0.016372371464967728,0.07734375,73.13024139404297,0.0,7.722525119781494,252.0,0.0,0.0003,4384,5050368,,
-70.6674859761454,87700.0,20206080.0,5051520.0,4385.0,0.03968794643878937,97.07100677490234,-1.151640772819519,0.04007049649953842,0.0771484375,287.844970703125,0.0,7.217292785644531,252.0,0.0,0.0003,4385,5051520,,
-68.90808030166947,87720.0,20210688.0,5052672.0,4386.0,-0.010554864071309566,666.3607177734375,-1.196037769317627,0.01733231171965599,0.025,89.98511505126953,0.0,6.248302459716797,252.0,0.0,0.0003,4386,5052672,,
,87740.0,20215296.0,5053824.0,4387.0,-0.03064699098467827,8.415430068969727,-1.012636423110962,0.04100766032934189,0.1298828125,70.45832061767578,0.0,7.555105209350586,253.0,0.0,0.0003,4387,5053824,,
-68.56734470581644,87760.0,20219904.0,5054976.0,4388.0,0.010607186704874039,1015.590576171875,-1.1030479669570923,0.03104303777217865,0.071484375,2148.135009765625,0.0,7.693519592285156,253.0,0.0,0.0003,4388,5054976,,
-72.83466177671865,87780.0,20224512.0,5056128.0,4389.0,-0.009083792567253113,887.19482421875,-1.1118608713150024,0.012111224234104156,0.0146484375,335.677001953125,0.0,7.133365631103516,253.0,0.0,0.0003,4389,5056128,,
,87800.0,20229120.0,5057280.0,4390.0,0.008291397243738174,7.296402454376221,-1.008920669555664,0.02729460969567299,0.134765625,177.9821014404297,0.0,7.974835395812988,253.0,0.0,0.0003,4390,5057280,,
-74.95773574587933,87820.0,20233728.0,5058432.0,4391.0,-0.012746769934892654,1209.69921875,-1.089850664138794,0.010007765144109726,0.0392578125,253.2924346923828,0.0,7.185964107513428,253.0,0.0,0.0003,4391,5058432,,
-72.49382909874431,87840.0,20238336.0,5059584.0,4392.0,-0.01498974859714508,1222.143310546875,-1.0609740018844604,0.018394850194454193,0.0240234375,600.4601440429688,0.0,7.151788711547852,253.0,0.0,0.0003,4392,5059584,,
,87860.0,20242944.0,5060736.0,4393.0,0.016164429485797882,4.341658592224121,-1.097914218902588,0.04583534225821495,0.1087890625,61.73031997680664,0.0,6.90847110748291,253.0,0.0,0.0003,4393,5060736,,
-70.57805965439422,87880.0,20247552.0,5061888.0,4394.0,-0.005690228193998337,1043.769775390625,-1.1161103248596191,0.022753354161977768,0.0484375,5091.44287109375,0.0,6.494327068328857,253.0,0.0,0.0003,4394,5061888,,
,87900.0,20252160.0,5063040.0,4395.0,0.022334497421979904,11.370214462280273,-1.0376582145690918,0.04340943694114685,0.1224609375,72.2972183227539,0.0,7.634866714477539,253.0,0.0,0.0003,4395,5063040,,
-70.73006908901358,87920.0,20256768.0,5064192.0,4396.0,0.030957259237766266,559.9241333007812,-1.09194016456604,0.02133239060640335,0.032421875,1547.430419921875,0.0,6.6281023025512695,253.0,0.0,0.0003,4396,5064192,,
-70.97739911446243,87940.0,20261376.0,5065344.0,4397.0,0.002813253551721573,783.8199462890625,-1.1495331525802612,0.011853469535708427,0.0056640625,1747.2747802734375,0.0,6.3950605392456055,253.0,0.0,0.0003,4397,5065344,,
,87960.0,20265984.0,5066496.0,4398.0,-0.015597157180309296,8.696979522705078,-1.0275869369506836,0.02810048684477806,0.0853515625,89.90440368652344,0.0,7.186735153198242,253.0,0.0,0.0003,4398,5066496,,
-70.06249637240131,87980.0,20270592.0,5067648.0,4399.0,0.0008311495184898376,981.2353515625,-1.1288425922393799,0.018777187913656235,0.0470703125,2803.127685546875,0.0,6.343515396118164,253.0,0.0,0.0003,4399,5067648,,
-71.79161765655351,88000.0,20275200.0,5068800.0,4400.0,-0.012849856168031693,1013.278564453125,-1.1265060901641846,0.012242237105965614,0.017578125,4190.3466796875,0.0,6.699458122253418,253.0,0.0,0.0003,4400,5068800,,
,,,,,,,,,,,,,,,,4400,5068800,-36.62660950019564,-1.0561209
,88020.0,20279808.0,5069952.0,4401.0,-0.028019104152917862,7.276897430419922,-1.062888741493225,0.03787693381309509,0.074609375,79.42264556884766,0.0,7.718851566314697,252.0,0.0,0.0003,4401,5069952,,
-71.74842194317648,88040.0,20284416.0,5071104.0,4402.0,0.014005250297486782,956.2699584960938,-1.1645045280456543,0.01309722289443016,0.021484375,247.6788787841797,0.0,6.677034378051758,252.0,0.0,0.0003,4402,5071104,,
-71.55951585133965,88060.0,20289024.0,5072256.0,4403.0,-0.010413501411676407,637.6092529296875,-1.050995945930481,0.0026023508980870247,0.0013671875,345.5026550292969,0.0,7.409296989440918,252.0,0.0,0.0003,4403,5072256,,
,88080.0,20293632.0,5073408.0,4404.0,0.07144322991371155,4.253783226013184,-1.1357698440551758,0.04659533500671387,0.128125,128.14915466308594,0.0,7.606789588928223,252.0,0.0,0.0003,4404,5073408,,
-70.78265135198056,88100.0,20298240.0,5074560.0,4405.0,0.019897401332855225,834.3917846679688,-1.145242691040039,0.03137066587805748,0.0794921875,141.2586669921875,0.0,6.902379035949707,253.0,0.0,0.0003,4405,5074560,,
,88120.0,20302848.0,5075712.0,4406.0,0.0033956486731767654,10.448399543762207,-1.0108628273010254,0.03984823822975159,0.1080078125,43.865692138671875,0.0,7.050991058349609,253.0,0.0,0.0003,4406,5075712,,
-69.77971338486022,88140.0,20307456.0,5076864.0,4407.0,-0.032361969351768494,1006.9794311523438,-1.1045782566070557,0.011644052341580391,0.0302734375,488.42919921875,0.0,6.977461338043213,253.0,0.0,0.0003,4407,5076864,,
-71.604122686572,88160.0,20312064.0,5078016.0,4408.0,-0.0039682574570178986,825.224609375,-1.1429928541183472,0.007494553457945585,0.001953125,367.09002685546875,0.0,7.105438709259033,253.0,0.0,0.0003,4408,5078016,,
,88180.0,20316672.0,5079168.0,4409.0,0.05964517593383789,9.383934020996094,-1.0028059482574463,0.050008758902549744,0.1103515625,252.88885498046875,0.0,8.11701774597168,253.0,0.0,0.0003,4409,5079168,,
-71.58142463769576,88200.0,20321280.0,5080320.0,4410.0,-0.01015714555978775,531.2328491210938,-1.1208056211471558,0.009640547446906567,0.0212890625,353.4701232910156,0.0,6.871077060699463,253.0,0.0,0.0003,4410,5080320,,
-74.46982215770004,88220.0,20325888.0,5081472.0,4411.0,0.0019249524921178818,805.5762939453125,-1.0585110187530518,0.004989190958440304,0.0017578125,458.06304931640625,0.0,7.663567543029785,253.0,0.0,0.0003,4411,5081472,,
,88240.0,20330496.0,5082624.0,4412.0,-0.025316745042800903,5.40802001953125,-1.0332835912704468,0.03167736530303955,0.070703125,130.3319549560547,0.0,7.271353721618652,253.0,0.0,0.0003,4412,5082624,,
-70.71769695563437,88260.0,20335104.0,5083776.0,4413.0,0.0018710531294345856,1137.634033203125,-1.1015310287475586,0.012906086631119251,0.01640625,174.57044982910156,0.0,7.803196907043457,253.0,0.0,0.0003,4413,5083776,,
-71.95201569799342,88280.0,20339712.0,5084928.0,4414.0,0.000513814389705658,991.3572998046875,-1.0059410333633423,0.0036145392805337906,0.0001953125,3257.0205078125,0.0,8.327547073364258,253.0,0.0,0.0003,4414,5084928,,
,88300.0,20344320.0,5086080.0,4415.0,0.038776762783527374,5.242630481719971,-1.1564366817474365,0.07228821516036987,0.1607421875,157.26931762695312,0.0,6.577188968658447,253.0,0.0,0.0003,4415,5086080,,
-72.43913133653226,88320.0,20348928.0,5087232.0,4416.0,-0.007894961163401604,1012.22900390625,-1.1728694438934326,0.024554237723350525,0.022265625,268.782470703125,0.0,6.348706245422363,253.0,0.0,0.0003,4416,5087232,,
,88340.0,20353536.0,5088384.0,4417.0,-0.020493177697062492,7.162868022918701,-1.0603365898132324,0.04971795901656151,0.1189453125,54.621192932128906,0.0,6.66972541809082,253.0,0.0,0.0003,4417,5088384,,
-67.62537289172005,88360.0,20358144.0,5089536.0,4418.0,-0.009319543838500977,763.9796752929688,-1.185941457748413,0.0179829653352499,0.05625,2388.329833984375,0.0,6.614253044128418,253.0,0.0,0.0003,4418,5089536,,
